Firm's name,Address,State,Tel,Email
M.H.OON AND CO.,"37-10, THE BOULEVARD, MID VALLEY CITY, LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR",WP Kuala Lumpur,60173382387,mhoonandco@gmail.com
M.MANIVANNAN & CO,"LEVEL 13, WISMA TUN SAMBANTHAN, JALAN SULTAN SULAIMAN, , 50000 KUALA LUMPUR",WP Kuala Lumpur,60322733975,mani65@gmail.com
MARY TAN & PARTNERS,"SUITE L9-10, WANGSA 118, NO. 8, JALAN WANGSA DELIMA, WANGSA MAJU, 53300 KUALA LUMPUR",WP Kuala Lumpur,60328567282,mary@marytan.com.my
MELISSA YEE & CO.,"NO. 35-4, JALAN KUCHAI MAJU 11, KUCHAI ENTREPRENEURS' PARK, , 58200 KUALA LUMPUR",WP Kuala Lumpur,60379833472,melissayee.co@gmail.com
MICHAEL LIM & CO. PLT,"SUITE 7.19-7.20, 7TH FLOOR, IMBI PLAZA, JALAN IMBI, 55100 KUALA LUMPUR",WP Kuala Lumpur,60321420725,mlim@michaellim.com.my
MIN & CO.,"VO2-03-01, LINGKARAN SV, SUNWAY VELOCITY, , 55100 KUALA LUMPUR",WP Kuala Lumpur,60327227193,wwm@minnco.co
MN MUSTAFFA & CO,"NO. 17-3, JALAN SERI REJANG, TAMAN SRI RAMPAI, SETAPAK JAYA, SETAPAK, 53300 KUALA LUMPUR",WP Kuala Lumpur,6023032139,ahr.mustaffaco@gmail.com
MOHD NOOR & ASSOCIATES,"E-8-3, 8TH FLOOR, BLOCK E, MEGAN AVENUE 1, NO. 189, JALAN TUN RAZAK, 50400 KUALA LUMPUR",WP Kuala Lumpur,60321816869,fazila@imran.com.my
MS ZURAIDAH & CO,"NO. 36-2, TINGKAT 2, JALAN DANAU NIAGA 1, TAMAN DANAU KOTA, SETAPAK, 53300 KUALA LUMPUR",WP Kuala Lumpur,60341318099,zuraidahmohdsani@gmail.com
MUSTAPHA KHOO & CO,"NO. 30-4 & 32-4, JALAN KUCHAI MAJU 10, KUCHAI ENTREPRENEURS PARK, OFF JALAN KUCHAI LAMA, 58200 KUALA LUMPUR",WP Kuala Lumpur,60379813337,info@mustaphakhoo.com
MW,"UNIT 20-17, TOWER A, MENARA UOA BANGSAR, NO. 5, JALAN BANGSAR UTAMA 1, TAMAN BANGSAR, 59000 KUALA LUMPUR",WP Kuala Lumpur,60123240423,hwphong199@gmail.com
MW. PHONG,"D-1-5, PUTRA MAJESTIK, LOT 29 JALAN KASIPILLAY, OFF JALAN IPOH, BATU 2 1/2, 51200 KUALA LUMPUR",WP Kuala Lumpur,60340418606,hwphong199@gmail.com
MW. SG,"3-2 THE BOULEVARD, MIDVALLEY CITY, LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR",WP Kuala Lumpur,60322833188,kkgoh98@yahoo.com
N. PARAM & CO.,"UNIT 23-1, BOULEVARD SENTUL RAYA, JALAN 11/48A, , 51000 KUALA LUMPUR",WP Kuala Lumpur,60340451197,nmsparam@hotmail.com
N.S. WONG & CO.,"45-1-1 JALAN 3/101C, CHERAS BUSINESS CENTRE, BATU 5 JALAN CHERAS, 56100 KUALA LUMPUR",WP Kuala Lumpur,60391312368,nswongco@gmail.com
NBL & ASSOCIATES PLT,"2-15-27 M CITY RESIDENCE, NO. 326, JALAN AMPANG, , 50450 KUALA LUMPUR",WP Kuala Lumpur,60178778970,adrianng92@gmail.com
NEC & CO,"138-2 JALAN RADIN ANUM 1, SRI PETALING, , 57000 KUALA LUMPUR",WP Kuala Lumpur,60390583337,necandco@gmail.com
NG & CO,"15-1, JALAN 2/137B, RESOURCE CENTRE, 5TH MILE, JALAN KLANG KAMA, 58000 KUALA LUMPUR",WP Kuala Lumpur,60379833964,ngco888@gmail.com
NG & PARTNERS,"ROOM 402, BANGUNAN LOKE YEW, NO. 4, JALAN MAHKAMAH PERSEKUTUAN, , 50050 KUALA LUMPUR",WP Kuala Lumpur,60326920417,ngpartners402@gmail.com
NG JOO HOW & WAN,"28-8, MENARA OVAL DAMANSARA, 685, JALAN DAMANSARA, TAMAN TUN DR ISMAIL, 60000 KUALA LUMPUR",WP Kuala Lumpur,60179488909,audit@njhw.com.my
NG LEONG & CO,"138-2 JALAN RADIN ANUM 1, SRI PETALING, , 57000 KUALA LUMPUR",WP Kuala Lumpur,60390583337,ngleongco@gmail.com
NG SENG ANN & CO,"C10, BLOCK C, 1ST FLOOR, PODIUM PLAZA PEKELILING, NO. 2, JALAN TUN RAZAK, 50400 KUALA LUMPUR",WP Kuala Lumpur,60340434282,sengann.co@gmail.com
NG TEH & PARTNERS,"NO. 49-1, JALAN 46B/26, RAMPAI TOWN CENTRE, TAMAN SRI RAMPAI, SETAPAK, 53300 KUALA LUMPUR",WP Kuala Lumpur,60341437475,wtngkl@gmail.com
NH. KHOO & CO.,"NO. 104-1M, JALAN MEGA MENDUNG, BANDAR PARK, 5TH MILES, OFF OLD KLANG ROAD, 58200 KUALA LUMPUR",WP Kuala Lumpur,60379827161,nhkhoo1190@gmail.com
NHT,"BLOCK 8-16-G, JALAN JALIL PERKASA 15, ARCADE ESPLANAD, TAMAN BUKIT JALIL, 57000 KUALA LUMPUR",WP Kuala Lumpur,60389939010,nhtaf1101@yahoo.com
NN & CO,"3RD FLOOR, NO. 122, JALAN THAMBY ABDULLAH, OFF JALAN TUN SAMBANTHAN, BRICKFIELDS, 50470 KUALA LUMPUR",WP Kuala Lumpur,60322746577,alexmathews351kn@gmail.com
NORAZILA & CO,"UNIT 6-8-6, QUEEN'S AVENUE, JALAN BAYAM OFF JALAN PEEL, CHERAS, 55100 KUALA LUMPUR",WP Kuala Lumpur,60122986787,norazilanco@gmail.com
"NORAZILA, INDRA & ASSOCIATES","NO. 13A-8, MENARA SENTRAL VISTA, JALAN SULTAN ABDUL SAMAD, , 50470 KUALA LUMPUR",WP Kuala Lumpur,60322763666,indra@nicc.com.my
NORAZIZI RASHID & ASSOCIATES,"NO 11-1-1 JALAN SEMARAK API 1, DIAMOND SQUARE, OFF JALAN GOMBAK, 53000 KUALA LUMPUR",WP Kuala Lumpur,60340322063,azizinmr@gmail.com
NORHAYATI & ASSOCIATES,"21A, JALAN PANDAN INDAH 4/2, PANDAN INDAH, , 55100 KUALA LUMPUR",WP Kuala Lumpur,60342953407,nnagroupoffice@gmail.com
NORIZA ZAINUDDIN & CO,"NO. 2-3, JALAN AU 1A/4C, TAMAN KERAMAT PERMAI, , 54200 KUALA LUMPUR",WP Kuala Lumpur,60342510021,noriza.zainuddin@gmail.com
O K YAP & ASSOCIATES,"11 TINGKAT 1A, JALAN PANDAN 2/2, PANDAN JAYA, 55100 KUALA LUMPUR",WP Kuala Lumpur,60162203296,ok118@okyap3689.com.my
OEK & PARTNERS,"29-3-1, SUITE 3.02, JALAN 3/101C, CHERAS BUSINESS CENTRE, JALAN CHERAS, 56100 KUALA LUMPUR",WP Kuala Lumpur,60391326036,ek_ooi@hotmail.com
OK TAN & CO. PLT,"38D-2, JALAN RADIN ANUM, BANDAR BARU SERI PETALING, , 57000 KUALA LUMPUR",WP Kuala Lumpur,60123181710,kstan@oktanplt.com
OK YAU & HOWYONG PLT,"38E-3, JALAN RADIN ANUM, BANDAR BARU SERI PETALING, , 57000 KUALA LUMPUR",WP Kuala Lumpur,60327003031,info@okyauhowyong.com
OKL & PARTNERS PLT,"1-18-03A,PLAZA BUKIT JALIL (AURORA SOVO), NO 1 PERSIARAN JALIL 1, BANDAR BUKIT JALIL, 57000 KUALA LUMPUR",WP Kuala Lumpur,60350333143,info@okl.com.my
OMAR ARIF & CO,"SUITE 1612,  TINGKAT 16, PLAZA PENGKALAN, BATU 3, JALAN SULTAN AZLAN SHAH, 51200 KUALA LUMPUR",WP Kuala Lumpur,60340433422,angie@oaco.com.my
ONG & WONG,"UNIT C-20-5, 20TH FLOOR, BLOCK C, MEGAN AVENUE II, NO. 12, JALAN YAP KWAN SENG, 50450 KUALA LUMPUR",WP Kuala Lumpur,60321611000,ongkonglai@gmail.com
ONG BOON BAH & CO,"B-10-1, MEGAN AVENUE 1, 189, JALAN TUN RAZAK, , 50400 KUALA LUMPUR",WP Kuala Lumpur,60321630292,audit.obb@hotmail.com
ONG CHAN LOU & CO,"NO. 118, JALAN PUDU, 1ST FLOOR, , 55100 KUALA LUMPUR",WP Kuala Lumpur,60321420500,oclca@hotmail.com
OSW & CO,"B-5-21, ATIVO PLAZA, NO. 1, JALAN PJU  9/1, DAMANSARA AVENUE, BANDAR SRI DAMANSARA, 52200 KUALA LUMPUR",WP Kuala Lumpur,60367311001,songwan.ooi@oswco.my
PARKER RANDALL,"NO. 2, JALAN RAMPAI NIAGA 2, RAMPAI BUSINESS PARK, TAMAN SRI RAMPAI, 53300 KUALA LUMPUR",WP Kuala Lumpur,60341439330,aftaas@aftaas.com
PARKER RUSSELL,"NO. 2, JALAN RAMPAI NIAGA 2, RAMPAI BUSINESS PARK, , 53300 KUALA LUMPUR",WP Kuala Lumpur,60341439330,aftaas@aftaas.com
PCCO PLT,"2ND FLOOR, NO. 17, JALAN IPOH KECIL, , 50350 KUALA LUMPUR",WP Kuala Lumpur,60340421177,pcco@pcco.com.my
PETER TANG & ASSOCIATES,"SO-11-5 MENARA 1, KL ECO CITY, NO. 3 JALAN BANGSAR, 59200 KUALA LUMPUR",WP Kuala Lumpur,60327284819,peter@petertang.com
PHANG & CO,"46-2-2, JALAN 2/101C, CHERAS BUSINESS CENTRE, , 56100 KUALA LUMPUR",WP Kuala Lumpur,60391327313,phangco@yahoo.com.my
PKF PLT,"LEVEL 33, MENARA 1MK, KOMPLEKS 1 MONT' KIARA, NO. 1, JALAN KIARA, MONT' KIARA, 50480 KUALA LUMPUR",WP Kuala Lumpur,60362031888,sharinah@pkfmalaysia.com
PNN & CO,"LEVEL 33, ILHAM TOWER, NO. 8, JALAN BINJAI, , 50450 KUALA LUMPUR",WP Kuala Lumpur,60367409087,pnnco2517@gmail.com
POH & CO,"19-1, JALAN TASIK SELATAN 3, BANDAR TASIK SELATAN, , 57000 KUALA LUMPUR",WP Kuala Lumpur,60390577222,pohco@pohtangroup.com
POH & TAN,"19-1, JALAN TASIK SELATAN 3, BANDAR TASIK SELATAN, , 57000 KUALA LUMPUR",WP Kuala Lumpur,60390577222,pohco@pohtangroup.com
PRICEWATERHOUSECOOPERS PLT,"LEVEL 10, MENARA TH 1 SENTRAL, JALAN RAKYAT, KUALA LUMPUR SENTRAL, 50470 KUALA LUMPUR",WP Kuala Lumpur,60321731188,my_info@pwc.com
PSYAP & CO. PLT,"NO. 89-2 (2ND FLOOR), JALAN 1/91, TAMAN SHAMELIN PERKASA, CHERAS, 56100 KUALA LUMPUR",WP Kuala Lumpur,60392853313,ypkaudit@yahoo.com
RABIN & ASSOCIATES,"UNIT C-12-5, MEGAN AVENUE II, NO. 12 JALAN YAP KWAN SENG, 50450 KUALA LUMPUR",WP Kuala Lumpur,60327110080,uma@rabinco.com.my
RAJA MANICK & CO,"7A, 7TH FLOOR PEARL COURT, 61 JALAN THAMBY ABDULLAH, , 50470 KUALA LUMPUR",WP Kuala Lumpur,60322748066,rajamanickandco@ymail.com
RAKI CS TAN & RAMANAN,"16-03A, Q SENTRAL, JALAN STESEN SENTRAL 2, , 50470 KUALA LUMPUR",WP Kuala Lumpur,6062827894,nmo2@rakithomas.com
RALPH & CO.,"SUITE A-6-6, 6TH FLOOR, MENARA ALTAS, BANGSAR TRADE CENTRE, OFF JALAN PANTAI BAHARU, 59200 KUALA LUMPUR",WP Kuala Lumpur,60326910888,edfernandezkl@hotmail.com
RAM J & CO,"LOT 1.33, 1ST FLOOR, KOMPLEKS WILAYAH, NO. 2 JALAN MUNSHI ABDULLAH, , 50100 KUALA LUMPUR",WP Kuala Lumpur,60162092099,strjcoram@gmail.com
RANJIT & CO,"UNIT 1-23-7, LEVEL 23, MENARA BANGKOK BANK, LAMAN CENTRAL PARK, 105 JALAN AMPANG, 50450 KUALA LUMPUR",WP Kuala Lumpur,60327838486,rs@axcelasia.com
RAVINDRA KRISHNA & ASSOCIATES,"10-2-2, 2ND FLOOR, QUEEN'S AVENUE, BLOCK 10, JALAN BAYAM, 55100 KUALA LUMPUR",WP Kuala Lumpur,60392008475,ravin1022@gmail.com
RAZALEE & CO,"TINGKAT 15, MENARA SAFUAN, NO. 80, JALAN AMPANG, , 50450 KUALA LUMPUR",WP Kuala Lumpur,60320267810,corporate@razaleeco.com.my
RAZALI ABD KARIM & CO PLT,"279B-2, 2ND FLOOR, JALAN PERKASA, TAMAN MALURI, , 55100 KUALA LUMPUR",WP Kuala Lumpur,60392844366,razaliak@gmail.com
REANDA LLKG INTERNATIONAL,"SUITE 9-5, LEVEL 9, WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR",WP Kuala Lumpur,60192394444,ADMIN@llkg.com.my
RENTH & CO,"25-4-1, BLOCK G, JALAN 3/101C, CHERAS BUSINESS CENTRE, , 56100 CHERAS",WP Kuala Lumpur,60395204442,narenth@renthco.my
RICHARD HO & ASSOCIATES,"NO. 8-1 JALAN 6/38D, TAMAN SRI SINAR, OFF JALAN SEGAMBUT, 51200 KUALA LUMPUR",WP Kuala Lumpur,60362772054,richardho1600@gmail.com
ROBERT SEENIVASAN & CO,"UNIT 8-6-5, 6TH FLOOR, QUEENS AVENUE, JALAN BAYAM, CHERAS, 55100 KUALA LUMPUR",WP Kuala Lumpur,60392055925,robertseenivasan1967@gmail.com
ROEDL AUDIT PLT,"18-11-1, MENARA Q SENTRAL, JALAN STESEN SENTRAL 2, KUALA LUMPUR SENTRAL, 50470 KUALA LUMPUR",WP Kuala Lumpur,60327127408,gabriel.teo@roedl.pro
ROSDELIMA & CO,"NO. 3-29, PV128, JALAN GENTING KLANG, , 53300 SETAPAK",WP Kuala Lumpur,60341432725,admin@rosdelima.com
ROY WC & CO,"28-8, OVAL DAMANSARA, NO. 685, JALAN DAMANSARA, TAMAN TUN DR ISMAIL, 60000 KUALA LUMPUR",WP Kuala Lumpur,60374959090,roy.wong@rwc.my
RSM MALAYSIA PLT,"5TH FLOOR PENTHOUSE, WISMA RKT, BLOCK A, NO. 2 JALAN RAJA ABDULLAH, OFF JALAN SULTAN ISMAIL, 50300 KUALA LUMPUR",WP Kuala Lumpur,60326102888,audit@rsmmalaysia.my
RUSSELL BEDFORD LC PLT,"SUITE 37, LEVEL 21, MERCU 3, NO. 3 JALAN BANGSAR, KL ECO CITY, 59200 KUALA LUMPUR",WP Kuala Lumpur,60322026666,mail@russellbedford.com.my
S F CHANG & CO.,"3-3-3, KOMPLEKS KANTONMEN PRIMA, 698, JALAN SULTAN AZLAN SHAH (JALAN IPOH), , 51200 KUALA LUMPUR",WP Kuala Lumpur,60327214822,chang@sfchang.my
S F LEE & CO,"5-3, JALAN 1/64A, KOMPLEKS UDARAMA, OFF JALAN IPOH, 50350 KUALA LUMPUR",WP Kuala Lumpur,60340410540,sfleeco@yahoo.com.my
S H TAN & PARTNER,"26-3, JALAN 4/62D, MEDAN PUTRA BUSINESS CENTRE, BANDAR MENJALARA, KEPONG, 52200 KUALA LUMPUR",WP Kuala Lumpur,60362775770,tsh@shtconsult.com
S K CHEW & CO,"3-6A1, JALAN DESA 2/2, DESA AMAN PURI, KEPONG, 52100 KUALA LUMPUR",WP Kuala Lumpur,60362753671,skchew2@gmail.com
S M TUANG & CO,"18-1B, JALAN PANDAN 2/1, PANDAN JAYA, , 55100 KUALA LUMPUR",WP Kuala Lumpur,60392843473,smtuang@gmail.com
S P TAN & SUNDAR,"SUITE 12B-22, LEVEL 12B, WISMA ZELAN, NO. 1, JALAN TASIK PERMAISURI 2, BANDAR TUN RAZAK, 56000 KUALA LUMPUR",WP Kuala Lumpur,60391722417,leong@sptansundar.com
"S Y KWONG, FOONG & CO","4TH FLOOR, BANGUNAN FUNG KEONG, 108 JALAN TUN H S LEE, 50000 KUALA LUMPUR",WP Kuala Lumpur,60320724118,admin@sykwongfoongnco.com.my
S Y LOW & CO,"87-1, JALAN PUDU ULU, , , 56100 KUALA LUMPUR",WP Kuala Lumpur,60392822852,lowsookyee@hotmail.com
S.H. LEONG & CO,"138-2 JALAN RADIN ANUM 1, SRI PETALING, , 57000 KUALA LUMPUR",WP Kuala Lumpur,60390583337,shlaudit@gmail.com
S.K. TEE & CO,"8 JALAN NYONYA, PUDU, , 55100 KUALA LUMPUR",WP Kuala Lumpur,60321431300,skteeco@gmail.com
"S.M. LOH, BALA & CO","14B, 2ND FLOOR, JALAN SCOTT, OFF JALAN TUN SAMBANTHAN, 50470 KUALA LUMPUR",WP Kuala Lumpur,60322741563,mkss5090@gmail.com
S.P. LEE & CO,"148-2 JALAN TUN SAMBANTHAN, , , 50470 KUALA LUMPUR",WP Kuala Lumpur,60322741911,richard@rwwilliam.com.my
SAIFUDIN & CO.,"B-11-5, PLAZA MONT KIARA, 2, JALAN KIARA, MONT KIARA, , 50480 KUALA LUMPUR",WP Kuala Lumpur,60362116996,saifudin@snco.my
SAM & CO,"NO. 29-2, PLAZA SINAR, JALAN 6/38D, TAMAN SRI SINAR, SEGAMBUT, 51200 KUALA LUMPUR",WP Kuala Lumpur,60362779140,chua@samco.com.my
SANKAR & CO,"SUITE 1007, 10TH FLOOR, WISMA LIM FOO YONG, NO. 86 JALAN RAJA CHULAN, 50200 KUALA LUMPUR",WP Kuala Lumpur,60321425433,maniam@hals.com.my
SARINA & CO.,"NO. 12-4, BLOCK 3A, JALAN WANGSA DELIMA 10, WANGSA LINK, WANGSA MAJU, 53300 KUALA LUMPUR",WP Kuala Lumpur,60341427473,sarinamohamad@gmail.com
SARINA MOHAMAD & ASSOCIATES,"NO. 12-4 BLOCK 3A, JALAN WANGSA DELIMA 10, WANGSA LINK, WANGSA MAJU, 53300 KUALA LUMPUR",WP Kuala Lumpur,60192282200,sarinamohamad@gmail.com
SBY PARTNERS PLT,"9-C, JALAN MEDAN TUANKU, MEDAN TUANKU, , 50300 KUALA LUMPUR",WP Kuala Lumpur,60326938837,audit@sby.com.my
SC LIEW & CO.,"51-1, JALAN 5/116B, KUCHAI ENTREPRENEURS' PARK, OFF JALAN KUCHAI LAMA, 58200 KUALA LUMPUR",WP Kuala Lumpur,60379874575,liew@scliew.com.my
SC PHUA & CO,"15-1-7, MENARA PUTRA, LORONG TIONG NAM 5, , 50350 KUALA LUMPUR",WP Kuala Lumpur,60129111996,sc_phua@hotmail.com
SC TEH & CO PLT,"NO. 51-1, JALAN 46B/26, RAMPAI TOWN CENTRE, TAMAN SRI RAMPAI, SETAPAK, 53300 KUALA LUMPUR",WP Kuala Lumpur,60341437475,edtschay@gmail.com
SCS GLOBAL & CO. PLT,"UNIT 18-01, LEVEL 18, Q SENTRAL, 2A, JALAN STESEN SENTRAL 2, KUALA LUMPUR SENTRAL, 50470 KUALA LUMPUR",WP Kuala Lumpur,60327109928,yaw_choo@scsglobalaudit.com.my
SELVAM & CO,"M-2-5, BLOCK M, PLAZA DAMAS, NO. 60, JALAN SRI HARTAMAS 1, TAMAN SRI HARTAMAS, 50480 KUALA LUMPUR",WP Kuala Lumpur,60362114300,selvam.co2344@gmail.com
SEOW & CO,"SUITE 101, FIRST FLOOR, NO. 46, PERSIARAN MERGASTUA, KEPONG BARU, 52100 KUALA LUMPUR",WP Kuala Lumpur,60126537136,fwcseow@gmail.com
SFAI MALAYSIA PLT,"LEVEL 5, TOWER 7, AVENUE 5, BANGSAR SOUTH, NO. 8, JALAN KERINCHI, 59200 KUALA LUMPUR",WP Kuala Lumpur,60397790559,krischan@kc-my.com
SFW & ASSOCIATES PLT,"221-B, JALAN MAHKOTA, TAMAN MALURI, , 55100 KUALA LUMPUR",WP Kuala Lumpur,60392811639,wsf@sfwglobal.com.my
SH GAN & ASSOCIATES PLT,"UNIT NO. G-3-16,  PLAZA ARKADIA, NO. 3, JALAN INTISARI PERDANA, DESA PARK CITY, 52200 KUALA LUMPUR",WP Kuala Lumpur,60362632707,shg.gan@gmail.com
"SHA, TAN & CO","LOTS 4.122 TO 4.125, TINGKAT 4, WISMA CENTRAL, JALAN AMPANG, 50450 KUALA LUMPUR",WP Kuala Lumpur,60321619733,info@shatanco.com
SHAN & CO,"NO. 59 JALAN THAMBIPILLAI, BRICKFIELDS, , 50470 KUALA LUMPUR",WP Kuala Lumpur,60322723435,shan@shanandco.com.my
SHEE & ASSOCIATES,"UNIT 6-1-2, QUEEN'S AVENUE, BLOCK 6, 1ST FLOOR, JALAN BAYAM, OFF JALAN PEEL, , 55100 KUALA LUMPUR",WP Kuala Lumpur,60392815391,shee.associates@gmail.com
SHIRLEY TANG & ASSOCIATES,"LOT 3.50, 3RD FLOOR, WISMA NEW ASIA (FKA WISMA MPL), JALAN RAJA CHULAN, 50200 KUALA LUMPUR",WP Kuala Lumpur,60320268388,sktang350@gmail.com
SIDNEY & CO.,"F-11-09, KOMPLEKS PERMAISURI Q, NO. 6, JALAN SRI PERMAISURI, BANDAR SRI PERMAISURI, 56000 KUALA LUMPUR",WP Kuala Lumpur,60163381949,sidneyco@ymail.com
SIM & CO PLT,"LOT 6.30, 6TH FLOOR, IMBI PLAZA, 28 JALAN IMBI, 55100 KUALA LUMPUR",WP Kuala Lumpur,60321486011,sim.audit.kl@gmail.com
SIMON KHOR & CO,"NO. 4-1 SUITE 1, BANGUNAN SIMVEST, JALAN SERI BINTANG 4 (7/36), BUKIT SRI BINTANG, 52100 KUALA LUMPUR",WP Kuala Lumpur,60362731666,simon@skco.com.my
"SITI,GOH & ASSOCIATES","3-2, THE BOULEVARD OFFICE, MID VALLEY CITY, LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR",WP Kuala Lumpur,60322833188,sitigoh@yahoo.com
SIVA & ASSOCIATES,"5-1, 5TH FLOOR, WISMA W.I.M., NO. 7, JALAN ABANG HAJI OPENG, TAMAN TUN DR ISMAIL, 60000 KUALA LUMPUR",WP Kuala Lumpur,60377296910,info@sivaassc.com.my
SIVA HARRIS & TROTTER,"30 LORONG KURAU, BANGSAR, , 59100 KUALA LUMPUR",WP Kuala Lumpur,60126836808,practice.ksnathan@gmail.com
SIVA TAN & CO,"LOT 3.09, 3RD FLOOR, PODIUM BLOCK, PLAZA BERJAYA, 12, JALAN IMBI, 55100 KUALA LUMPUR",WP Kuala Lumpur,60321415709,tantin@sivatan.com
SJ & CO. PLT,"NO. 36G-2, JALAN RADIN ANUM, BANDAR BARU SRI PETALING, , 57000 KUALA LUMPUR",WP Kuala Lumpur,60390573131,saujong.lim@sjco.com.my
SM ASSOCIATES,"L2-23, TIMES 89 BUSINESS PLAZA, JALAN SRI SENTOSA 9A, TAMAN SRI SENTOSA, 58000 OFF JALAN KLANG LAMA",WP Kuala Lumpur,60377708398,msathiah@smaf.my
SOON AND COMPANY PLT,"95-1, JALAN MEGA MENDUNG, BANDAR PARK, JALAN KELANG LAMA, 58200 KUALA LUMPUR",WP Kuala Lumpur,60379833677,ttsoon@fmsb.com.my
ST YAP & CO,"NO. 152-4-1, KOMPLEKS MALURI, JALAN JEJAKA, TAMAN MALURI, 55100 KUALA LUMPUR",WP Kuala Lumpur,60392816618,simonyap2813628@gmail.com
STANLEY HIEW & CO,"SUITE 18.01, LEVEL 18, Q SENTRAL, 2A, JALAN STESEN SENTRAL 2, KUALA LUMPUR SENTRAL, 50470 KUALA LUMPUR",WP Kuala Lumpur,60327109928,stanley_hiew@scsglobalaudit.com
STEVEN LIM & ASSOCIATES,"UNIT 8-10, LEVEL 8 (UNIT 10), WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR",WP Kuala Lumpur,60392828688,steven@sla-asia.com
STH & CO,"NO. 129A, JALAN GENTING KLANG, SETAPAK, , 53300 KUALA LUMPUR",WP Kuala Lumpur,60340238822,sthaudit@gmail.com
SUDHAGA & CO,"NO. 33-09, THE BOULEVARD OFFICE, MIDVALLEY CITY, LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR",WP Kuala Lumpur,60125151249,vivan@vrgroup.my
SY LEE & CO.,"NO. 29-1, JALAN 46A/26, TAMAN SRI RAMPAI, , 53300 KUALA LUMPUR",WP Kuala Lumpur,60341422020,syleegroup@gmail.com
SY LIM & CO,"SO-26-8, MENARA 1, NO. 3 JALAN BANGSAR, KL ECO CITY, 59200 KUALA LUMPUR",WP Kuala Lumpur,60323822198,sylim@sylim.com
SYED MUBARAK & CO.,"SUITE A-6-6, 6TH FLOOR, MENARA ALTAS, BANGSAR TRADE CENTRE, OFF JALAN PANTAI BAHARU, 59200 KUALA LUMPUR",WP Kuala Lumpur,60326981128,edfernandezkl@hotmail.com
T W WONG ASSOCIATES,"LOT 7.29 & 7.30, 7TH FLOOR IMBI PLAZA, 28 JALAN IMBI, 55100 KUALA LUMPUR",WP Kuala Lumpur,60321486997,twwongchai@hotmail.com
T. BERNARD & COMPANY,"E-12-4, PLAZA MONT KIARA, NO. 2, JALAN KIARA, , 50480 KUALA LUMPUR",WP Kuala Lumpur,60362015558,bernard@t-bernard.com
T. SIM & CO.,"568-9-36, 9TH FLOOR, KOMPLEKS MUTIARA, 3 1/2 MILES, JALAN IPOH, 51200 KUALA LUMPUR",WP Kuala Lumpur,60362577188,tsimco@tsim.com.my
T.A. & PARTNERS PLT,"22-1, MENARA PERMATA DAMANSARA, (OVAL DAMANSARA), NO. 685, JALAN DAMANSARA, 60000 KUALA LUMPUR",WP Kuala Lumpur,60377331688,ta.partners.kl@gmail.com
T.C. LIEW & CO,"1ST FLOOR, CITY HOUSE, 166-1A JALAN LOKE YEW, , 55200 KUALA LUMPUR",WP Kuala Lumpur,60392210945,info@tcliew.com
T.K. LIM & ASSOCIATES,"62A, JALAN JEJAKA 7, TAMAN MALURI, CHERAS, 55100 KUALA LUMPUR",WP Kuala Lumpur,60392003118,tklim_associates@yahoo.com
"TAI, YAPP & CO PLT","LOT 25-4-10 & 25-4-15, 4TH FLOOR, PLAZA PRIMA, BATU 4 1/2, JALAN KLANG LAMA, , 58200 KUALA LUMPUR",WP Kuala Lumpur,60378902860,hhyapp@gmail.com
TAM & ASSOCIATES PLT,"D2-3, PUSAT PERDAGANGAN BANDAR BUKIT JALIL, PERSIARAN JALIL 2, BUKIT JALIL, 57000 KUALA LUMPUR",WP Kuala Lumpur,60397661795,tzehfoong.lim@bridgeadvisory.com.my
TAN & CO,"NO. 24B JALAN 2/137B, RESOURCE INDUSTRIAL CENTRE, JALAN KLANG LAMA, 58200 KUALA LUMPUR",WP Kuala Lumpur,60379842484,tanpick@hotmail.com
TAN & TANG,"17A-1 JALAN DAYA 6, TAMAN DAYA, , 52100 KUALA LUMPUR",WP Kuala Lumpur,60362728498,tankakteck1@gmail.com
TAN CHEE HOCK & CO,"NO. 22-3-2(B), 3RD FLOOR, JALAN 4/50 DIAMOND SQUARE, OFF JALAN GOMBAK, 53000 KUALA LUMPUR",WP Kuala Lumpur,60340239778,tchco1029@gmail.com
TAN KIM LEONG & CO.,"LEVEL 8, BDO @ MENARA CENTARA, 360 JALAN TUANKU ABDUL RAHMAN, , 50100 KUALA LUMPUR",WP Kuala Lumpur,60326162888,mokcy@bdo.my
TAN PENG SAM & CO,"SUITE 1.00, LEVEL 11B, AKADEMI ETIQA, 23, JALAN MELAKA, 50100 KUALA LUMPUR",WP Kuala Lumpur,60326936719,pengsam.tan@gmail.com
TAN TIN & CO.,"LOT 3.09, 3RD FLOOR, PODIUM BLOCK, PLAZA BERJAYA, 12, JALAN IMBI, 55100 KUALA LUMPUR",WP Kuala Lumpur,60321415709,tantin@sivatan.com
TARMILI AZHAR & CO,"2, JALAN RAMPAI NIAGA 2, RAMPAI BUSINESS PARK, , 53300 KUALA LUMPUR",WP Kuala Lumpur,60341439330,hj.tarmili@aftaas.com
